ing,taas
Unimportant,Vonizraad
Union,Geind
Unique,Num
Unite,Gegein
Unity,Pahgein
Universal,Pahleinuv
Universe,Lein
University,Mindaziir
Unkind,Vodremsil
Unknown,Vomindok
Unleash,Gaar
Unless,Membrah
Unlikeable,Nimos
Unlikely,Vogrozah
Unlimited,Vokesaal
Unload,Voklad
Unlock,Voqulek
Unlovable,Nilokaal
Unlucky,Vogluuskei
Unmanned,Vomun
Unmarried,Aavlaasnu
Unmatched,Voronit
Unmoving,Mulhaan
Unnatural,Volunduv
Unnecessary,Vopraagek
Unorganized,Vovorstaal
Unprepared,Vorodraan
Unreal,Vohahgolt
Unreasonable,Vodahrinaal
Unrefined,Vohiraas
Unrelenting,Vaarnu
Unreliable,Nisrivun
Unremembered,Vodahmin
Unreplied,Vofahraal
Unresponsive,Vofahraal
Unrest,Vodrem
Unrivaled,Voronit
Unruly,Kaarn
Unsafe,Votahriik
Unsaved,Vosav
Unschooled,Voheim
Unseat,Vodul
Unseen,Vonun
Unsettling,Kasiil
Unshattered,Vokrent
Unsheathe,Vofrit
Unsoiled,Vobein
Unspoken,Vofun
Unstable,Votarn
Unsteadiness,Votarnom
Unsteady,Votarn
Unstoppable,Nivuth
Unsuitable,Voprudaav
Unsullied,Vobein
Unsure,Vopahsunaal
Unsworn,Vomir
Untame,Volg
Untamed,Voprolg
Untarnished,Vobein
Unthinkable,Nimiinahsul
Until,Erei
Untimely,Votiidus
Unto,Amiv
Untold,Vofun
Untouchable,Vohaalvut
Untried,Voheim
Untrue,Nivahzah
Untrustworthy,Vonovkod
Unveil,Genun
Unwanted,Nilaan
Unwary,Vozokoraav
Unwell,Volzah
Unwieldy,Vokodus
Unwilling,Vojahaal
Unwise,Vonik
Unworthy,Vobalaan
Unyielding,Sindugahvon
Up,Vok
Update,Lovtiid
Updraft,Frinriik
Upheaval,
Uphold,Skilaan
Upkeep,Tivoz
Upon,Voknau
Uprising,Meyzalok
Upside,Vokreid
Urban,Hiimuv
Urge,Ziidol
Urgent,Kusil
Urinal,Nevstorn
Urinate,Vernevul
Urine,Nevul
Urn,Dinaak
Us,Mii
Use,Brah
Use,Nuft
Useful,Zonuft
Useless,Brahnu
User,Brahiik
Usher,Drun
Usual,Brahnuv
Usurp,Vodul
Utensil,Dreniir
Uterus,Maasbrud
Utility,Brah
Utmost,Fozok
Utter,Zalk
Vacancy,Vojahrom
Vacant,Vojahrii
Vacate,Vogejahrii
Vacation,Vogejahrend
,noun
Vagabond,Alunrovaan
Vagina,Maasofaaliik
Vague,Vobaar
Vain,Naaf
Valenwood,Faareyth
Valiant,Krilot
Valid,Vahpruzah
Validation,Vahpruzahend
Valley,Lumnaar
Valor,Vur
Valuable,Fariik
Value,Waarth
Value,Bal
Vampire,Sosnaak
,noun
Vampiric,Sosnaakuv
Vampirism,Sosnaak-Dur
Van,Lingeltkey
Vandalism,Piraaktal
Vandalize,Piraaktal
Vanguard,Ahgraat
Vanilla,Sotfrit
Vanish,Vognun
Vanquish,Qahnaar
Vanquisher,Qahnaarin
Vapor,Suf
Vaporize,Gesuf
Variable,Vuldaat
Variance,Dumedak
Varied,Dumedus
Various,Dumedus
Vary,Dumed
Vase,Girvoh
Vassal,Aarzul
Vast,Priidaan
Vault,Diirz
Veal,Veinaar
Vegetable,Lesk
Vegetarian,Leskaan
Vehicle,Ronth
Veil,Vonuntiv
Vein,Sostrah
Veiny,Sostrahus
Velocity,Suraath
Vendetta,Nahkrah
Vendor,Maltuniik
Venerate,Hahlot
Vengeance,Nahkriin
Vengeful,Zonahkriin
Venison,Vilt
Venom,Viidost
Venomous,Zoviidost
Vent,Sungaar
Ventriloquist,Zuloris
Venture,Bovit
Verdict,Zothunrot
Verge,Mahzahd
Verifier,Frolkiid
Verify,Frolk
Vermin,Reimokur
Vernal,Vahnuv
Verse,Kahriil
Version,Vanah
Versus,Wa
Vertical,Faareid
Very,Rinik
Vessel,Girvoh
Vest,Yirgul
Vet,Raan-Vahraniik
Veteran,Lodhir
Veterinarian,Raan-Vahraniik
Vex,Kaplii
Vexation,Kaplii
Vexillology,Hahseluug
Vibrate,Honaatbod
Vicarious,Gutfraan
Vice,Vosod
Vicinity,Lovunaar
Vicious,Vikaar
Viciousness,Vikaarom
Victim,Andiiv
Victor,Kroniid
Victorious,Krongrahkei
Victory,Krongrah
Video,Bodilir
,noun
Vie,Faant
View,Zaar
View,Fahzon
Vigil,Bodein
Vigilance,Ahmiin
Vigilant,Ahmiin
Vigor,Solkiig
Vigorous,Solkiigaal
Vile,Veistul
Village,Sahsun
Villager,Sahsunaar
Villain,Vokulin
Vindictive,Zonahkriin
Vine,Krey
Vinegar,Lozukvint
Vineyard,Druf-Hofkah
Vintage,Tiindo
Viny,Kreyus
Viola,Lovaastrin
Violence,Vodrem
Violent,Zovodrem
Violet,Jen
Violin,Malovaastrin
Violinist,Malovaastrinin
Violist,Lovaastrinin
Violoncellist,Lotlovaastrinin
Virgin,Voqalos
Virtue,Pruziig
Virtuous,Pruzigaal
Virus,Krasfaal
Visible,Nuz
Vision,Hahnuheim
Visit,Gun
Visitor,Guniik
Visor,Vokun-Du'ul
Vista,Fahzon
Visual,Miinuv
Vitality,Gah
Vitamin,Himurselaas
Viticulture,Drufnaram
Vocabulary,Roktorig
Vocal,Zulgah
Vodka,Zauniglom
Voice,Zul
Voiceless,Thu'umnu
Void,Nil
Volatile,Vuldrus
Volcanic,Yolstrunmahuv
Volcano,Yolstrunmah
Vole,Malserk
Volkihar,Kruziikrah
Voltage,Rimalz
Voluble,Rotus
Volume,Edrah
Volunruud,Volunruud
Vomit,Vodiivon
Vortex,Wuld
Vow,Vahrot
Voyage,Wundokaaz
Voyager,Wundokaziik
Vulgar,Griir
Vulnerable,Votahriik
Vulpine,Ilitus
Vulture,Dilaar
Vvardenfell,Yolstrunor
Wade,Strahn
Waffle,Wahzil
Wage,Win
Wager,Dahkriis
Wagon,Borod
Waist,Bost
Wait,Saraan
Wake,Vopraan
Walk,Paagol
,noun
Wall,Vund
Wallet,Faraan-Brulost
Wallpaper,Vundorley
Walnut,Zokromaad
Walrus,Wor
Waltz,Shovok
Wander,Rovaan
Wanderer,Rovaniik
Wane,Liivrun
Want,Laan
Want,Laan
Wanton,Huznu
War,Kein
,noun
Waraxe,Grahkun
Warble,Giigel
Warcraft,Keinzir
Ward,Lahspaan
Wardrobe,Riivedraav
Ware,Tirn
Wares,Tirn
Warfare,Baasekein
Warhammer,Grahtu
Warhorn,Grah-Geltrein
Warlike,Keinus
Warlock,Lahzey
Warlord,Konahrik
Warm,Faadus
Warm,Frin
Warmage,Keinlahzey
Warmonger,Verkeiniik
Warmth,Faad
Warn,Naav
Warpaint,Maalut
Warrior,Kendov
Warship,Grahveysun
Wary,Zokoraav
Was,Lost
Wash,Shun
Washroom,Shunstaad
Wasp,Malnin
Waste,Nev
Wasteful,Zonev
Wastefulness,Zonevom
Wasteland,Nevonaar
Watch,Lingraav
Watcher,Koraaviik
Watchful,Zokoraav
Water,Lom
,noun
Waterfall,Lomah
Watermelon,Lomahan
Watery,Lomus
Wave,Riin
Waver,Seyl
Wax,Ronk
Wax,Voliiv
Way,Ven
,noun
Wayward,Kaarn
We,Mu
Weak,Sahlo
Weaken,Gesahlo
Weakling,Sahlo
Weakness,Sahlom
Wealth,Faraan
Wealthy,Faraanus
Weapon,Zun
Wear,Ahtiid
Weary,Tiin
Weasel,Lingrahserk
Weather,Lokos
Weather,Ahtiid
Weave,Hadroz
Web,Lox
Website,Risulor
Wed,Aavlaas
Wedding,Aavlaas
Wednesday,Wuthsul
Weed,Veydoz
Week,Keyal
Weekly,Keyalus
Weep,Luvmah
Weight,Wid
Weird,Likaan
Welcome,Valokein
Weld,Geltaav
Welder,Geltaaviik
Well,Pruzah
Well,Vuril
Were,Lost
Werebear,Munkodaav
Wereboar,Munhraak
Werecrocodile,Munkrozol
Werelion,Munam
Werevulture,Mundilaar
Werewolf,Mungrohiik
West,Wer
Westerly,Weruv
Western,Weruv
Wet,Lomiiz
Wetten,Gelomiiz
Whale,Okaaron
What,Fos
,adverb
Whatever,Pahfos
Wheat,Suril
Wheel,Rod
Wheelchair,Rodruk
Wheeze,Krasum
When,Fod
Whenever,Pahfod
Where,Kolos
Whereas,Olkolos
Wherein,Kolos
Wherever,Pahkolos
Wherewith,Vothos
Wherewithal,Fosoth
Whether,Wel
Which,Fos
Whiffle,Fifah
While,Fod
Whilst,Fod
Whine,Galv
Whip,Rokiiz
Whirlpool,Zuld
Whirlwind,Wuld
Whiskey,Yolom
Whisky,Fruskah
Whisper,Sumah
Whistle,Fifah
White,Sot
Whiten,Gesot
Whiterun,Ahrolsedovah
Whittle,Dwiirokpus
Whittler,Dwiirokpusiik
Who,Wo
Whoever,Pahwo
Whole,Ulaan
Whom,Wo
Whomever,Pahwo
Whore,Wiizaan
Whose,Wen
Why,Druv
Wicked,Veistul
Wide,Lingrun
Widen,Gesaak
Widow,Moriim
Wield,Kod
Wieldy,Kodus
Wife,Kiim
Wild,Volg
Wilderness,Volganor
Wildlife,Volglaas
Wildling,Volgin
Wildness,Volgom
Wile,Yirtaar
Will,Fen
Will,Jah
Willful,Zojah
Willing,Jahaal
Willow,Beyzol
Willpower,Jah
Win,Kron
Wind,Ven
Wind,Tolaak
Windchime,Venlovaas
Windhelm,Hiimsejun
Window,Vandul
Windpipe,Suruus
Windstorm,Venstrun
Windy,Vendus
Wine,Vint
Winery,Vintstaad
Wing,Viing
Winged,Viingaal
Wingless,Viingnu
Wingspan,Viinglingren
Wink,Miinz
Winner,
Winter,Felniir
,noun
Winterhold,Gevildseod
Wintry,Felniirus
Wipe,Voluk
Wire,Viilon
Wireless,Geltomnu
Wisdom,Onikaan
Wise,Onik
Wisen,Genik
Wish,Hind
Wishful,Zohind
Wisp,Rovahaan
Wispmother,Rovmonah
Wit,Qolor
Witch,Sosin
Witchcraft,Sosinkros
With,Voth
Withdraw,Votivut
Wither,Liiv
Within,Kosil
Without,Vothni
Withstand,Grolah
Witness,Koriim
Witness,Korii
Witnessed,Koriaan
Wizard,Lahzey
Woe,So
Woeful,Sokei
Wolf,Grohiik
Wolverine,Hevnoraan
Wolves,Grohiik
Woman,Miil
Womb,Kiinvost
Women,Miil
Wonder,Tovok
Wondrous,Tovokei
Wood,Gosvah
,noun
Wooden,Gosvah
Woodwind,Sunaak
Wool,Som
Word,Rot
,noun
Wordplay,Rotmindol
Wordy,Rotus
Work,Kroson
Worker,Ahmilaat
Workplace,Krosorun
World,Lein
Worldly,Leinuv
Worm,Lir
Wormhole,Tiidmiiraak
Worry,Uful
Worse,Volz
Worsen,Gevolz
Worship,Zein
Worst,Volzaan
Worth,Bal
Worthless,Balnu
Worthy,Bahlaan
Would,Fund
Wound,Ahraan
Wrap,Fundol
Wrath,Bah
Wrathful,Zobah
Wreath,Ovriil
Wreck,Uloz
Wrestle,Haalgrah
Wretch,Valdrek
Wretched,Valdrekaan
Wretchedness,Valdrekaanom
Wrinkle,Bokskein
Wrist,Tudren
Writ,Peluth
Write,Pel
Writer,Peliik
Written,Kriinaan
,noun
Wrong,Folaas
Wrongdoer,Vosodiik
Wrongdoing,Vosod
Wroth,Zobah
Wunderkind,Goraasin
Wyrm,Diiv
X-ray,Qethbokun
Xylophone,Gosvah-Lovaas
Yam,Hespik
Yank,Gahrk
Yard,Soz
Yarn,Somit
Yawn,Laagliis
Yay,Jii
Year,Eruvos
Yearly,Eruvus
Yearn,Krosik
Yeast,Yiinat
Yeasty,Yiinatus
Yell,Zaan
Yellow,Sur
Yelp,Furah
Yes,Geh
Yesterday,Usul
Yet,Tul
Yew,Boraas
Yield,Gahvon
Yogurt,Ahnaak-Liik
Yolk,Klurhil
You,Hi
You're,Losei
Young,Goraan
Youngster,Goraaniik
Your,Hin
Yours,Hin
Yourself,Hinmaar
Yourselves,Heinmaar
Youth,Goraas
Zeal,Yezin
Zealot,Sahvaat
Zealous,Sahvaas
Zebra,Kaazahkey
Zenith,Padiiz
Zephyr,Sehven
Zeppelin,Loksuniiv
Zero,Nul
Zest,Yezin
Zesty,Yezinus
Zigzag,Alzitrei
Zipper,Riivrax
Zombie,Zol
Zone,Drik
Zoo,Raanisav
Zoology,Hahseraan
